Card	Format	Usage	Cumulative	Total	Format Index
Thunder Dragon	shaddoll	3	165	168	49
Thunder Dragon	toss	3	168	168	68
Heavy Storm	critter	58	58	1439	1
Heavy Storm	treasure	24	82	1439	2
Heavy Storm	imperial	30	112	1439	3
Heavy Storm	android	56	168	1439	4
Heavy Storm	joey-pegasus	5	173	1439	5
Heavy Storm	fiber	10	183	1439	6
Heavy Storm	yata	21	204	1439	7
Heavy Storm	scientist	4	208	1439	8
Heavy Storm	vampire	14	222	1439	9
Heavy Storm	chaos	25	247	1439	10
Heavy Storm	warrior	29	276	1439	11
Heavy Storm	goat	37	313	1439	12
Heavy Storm	cyber	25	338	1439	13
Heavy Storm	reaper	35	373	1439	14
Heavy Storm	chaos return	48	421	1439	15
Heavy Storm	stein	44	465	1439	16
Heavy Storm	chimeratech	18	483	1439	17
Heavy Storm	airblade	8	491	1439	18
Heavy Storm	trooper	30	521	1439	20
Heavy Storm	zombie	45	566	1439	21
Heavy Storm	perfect circle	41	607	1439	22
Heavy Storm	phantom	18	625	1439	23
Heavy Storm	dad return	65	690	1439	24
Heavy Storm	gladiator	73	763	1439	25
Heavy Storm	teledad	45	808	1439	26
Heavy Storm	cat	50	858	1439	27
Heavy Storm	lightsworn	71	929	1439	28
Heavy Storm	edison	54	983	1439	29
Heavy Storm	frog	85	1068	1439	30
Heavy Storm	tengu plant	24	1092	1439	36
Heavy Storm	underworld	16	1108	1439	37
Heavy Storm	shockwave	89	1197	1439	38
Heavy Storm	long beach	75	1272	1439	39
Heavy Storm	dino rabbit	30	1302	1439	40
Heavy Storm	wind-up	47	1349	1439	41
Heavy Storm	miami	35	1384	1439	42
Heavy Storm	meadowlands	22	1406	1439	43
Heavy Storm	baby ruler	32	1438	1439	44
Heavy Storm	current	1	1439	1439	84
Sangan	critter	58	58	1091	1
Sangan	treasure	28	86	1091	2
Sangan	imperial	36	122	1091	3
Sangan	android	28	150	1091	4
Sangan	joey-pegasus	7	157	1091	5
Sangan	fiber	18	175	1091	6
Sangan	yata	21	196	1091	7
Sangan	scientist	4	200	1091	8
Sangan	vampire	14	214	1091	9
Sangan	chaos	33	247	1091	10
Sangan	goat	22	269	1091	12
Sangan	cyber	16	285	1091	13
Sangan	reaper	30	315	1091	14
Sangan	chaos return	44	359	1091	15
Sangan	stein	41	400	1091	16
Sangan	chimeratech	7	407	1091	17
Sangan	airblade	3	410	1091	18
Sangan	trooper	30	440	1091	20
Sangan	zombie	41	481	1091	21
Sangan	perfect circle	34	515	1091	22
Sangan	phantom	10	525	1091	23
Sangan	dad return	45	570	1091	24
Sangan	gladiator	69	639	1091	25
Sangan	teledad	36	675	1091	26
Sangan	cat	19	694	1091	27
Sangan	lightsworn	20	714	1091	28
Sangan	edison	5	719	1091	29
Sangan	frog	41	760	1091	30
Sangan	x-saber	23	783	1091	31
Sangan	starstrike	22	805	1091	32
Sangan	six samurai	2	807	1091	33
Sangan	trishula	25	832	1091	34
Sangan	librarian	19	851	1091	35
Sangan	tengu plant	18	869	1091	36
Sangan	underworld	13	882	1091	37
Sangan	shockwave	81	963	1091	38
Sangan	long beach	60	1023	1091	39
Sangan	dino rabbit	24	1047	1091	40
Sangan	wind-up	23	1070	1091	41
Sangan	miami	17	1087	1091	42
Sangan	grass zoo	3	1090	1091	58
Sangan	rescue-ace	1	1091	1091	81
Twin-Headed Thunder Dragon	critter	58	58	153	1
Twin-Headed Thunder Dragon	treasure	9	67	153	2
Twin-Headed Thunder Dragon	imperial	18	85	153	3
Twin-Headed Thunder Dragon	android	13	98	153	4
Twin-Headed Thunder Dragon	fiber	26	124	153	6
Twin-Headed Thunder Dragon	yata	10	134	153	7
Twin-Headed Thunder Dragon	vampire	1	135	153	9
Twin-Headed Thunder Dragon	chaos	3	138	153	10
Twin-Headed Thunder Dragon	warrior	1	139	153	11
Twin-Headed Thunder Dragon	goat	6	145	153	12
Twin-Headed Thunder Dragon	reaper	5	150	153	14
Twin-Headed Thunder Dragon	chaos return	2	152	153	15
Twin-Headed Thunder Dragon	trooper	1	153	153	20
Witch of the Black Forest	critter	58	58	236	1
Witch of the Black Forest	treasure	28	86	236	2
Witch of the Black Forest	imperial	18	104	236	3
Witch of the Black Forest	android	28	132	236	4
Witch of the Black Forest	joey-pegasus	7	139	236	5
Witch of the Black Forest	fiber	18	157	236	6
Witch of the Black Forest	yata	23	180	236	7
Witch of the Black Forest	scientist	4	184	236	8
Witch of the Black Forest	vampire	14	198	236	9
Witch of the Black Forest	chaos	38	236	236	10
Masked Sorcerer	critter	55	55	89	1
Masked Sorcerer	treasure	7	62	89	2
Masked Sorcerer	imperial	4	66	89	3
Masked Sorcerer	android	13	79	89	4
Masked Sorcerer	joey-pegasus	3	82	89	5
Masked Sorcerer	yata	2	84	89	7
Masked Sorcerer	vampire	2	86	89	9
Masked Sorcerer	chaos	3	89	89	10
Black Skull Dragon	critter	53	53	161	1
Black Skull Dragon	treasure	13	66	161	2
Black Skull Dragon	imperial	18	84	161	3
Black Skull Dragon	android	25	109	161	4
Black Skull Dragon	joey-pegasus	7	116	161	5
Black Skull Dragon	fiber	21	137	161	6
Black Skull Dragon	yata	16	153	161	7
Black Skull Dragon	vampire	3	156	161	9
Black Skull Dragon	chaos	3	159	161	10
Black Skull Dragon	gladiator	1	160	161	25
Black Skull Dragon	baby ruler	1	161	161	44
Muka Muka	critter	50	50	50	1
Robbin' Goblin	critter	44	44	50	1
Robbin' Goblin	treasure	6	50	50	2
Cannon Soldier	critter	35	35	103	1
Cannon Soldier	treasure	14	49	103	2
Cannon Soldier	imperial	17	66	103	3
Cannon Soldier	android	16	82	103	4
Cannon Soldier	joey-pegasus	4	86	103	5
Cannon Soldier	fiber	4	90	103	6
Cannon Soldier	yata	2	92	103	7
Cannon Soldier	scientist	3	95	103	8
Cannon Soldier	vampire	1	96	103	9
Cannon Soldier	cyber	1	97	103	13
Cannon Soldier	reaper	1	98	103	14
Cannon Soldier	stein	3	101	103	16
Cannon Soldier	cat	2	103	103	27
Seven Tools of the Bandit	critter	35	35	255	1
Seven Tools of the Bandit	treasure	22	57	255	2
Seven Tools of the Bandit	imperial	1	58	255	3
Seven Tools of the Bandit	android	6	64	255	4
Seven Tools of the Bandit	yata	2	66	255	7
Seven Tools of the Bandit	goat	6	72	255	12
Seven Tools of the Bandit	chimeratech	1	73	255	17
Seven Tools of the Bandit	cat	2	75	255	27
Seven Tools of the Bandit	edison	5	80	255	29
Seven Tools of the Bandit	x-saber	36	116	255	31
Seven Tools of the Bandit	starstrike	20	136	255	32
Seven Tools of the Bandit	six samurai	13	149	255	33
Seven Tools of the Bandit	trishula	59	208	255	34
Seven Tools of the Bandit	librarian	23	231	255	35
Seven Tools of the Bandit	tengu plant	3	234	255	36
Seven Tools of the Bandit	wind-up	2	236	255	41
Seven Tools of the Bandit	ravine ruler	8	244	255	45
Seven Tools of the Bandit	fire-water	6	250	255	46
Seven Tools of the Bandit	vegas	5	255	255	47
Labyrinth Tank	critter	32	32	80	1
Labyrinth Tank	treasure	12	44	80	2
Labyrinth Tank	imperial	21	65	80	3
Labyrinth Tank	android	1	66	80	4
Labyrinth Tank	joey-pegasus	1	67	80	5
Labyrinth Tank	fiber	5	72	80	6
Labyrinth Tank	yata	3	75	80	7
Labyrinth Tank	warrior	1	76	80	11
Labyrinth Tank	chaos return	2	78	80	15
Labyrinth Tank	stein	2	80	80	16
Bickuribox	critter	29	29	61	1
Bickuribox	treasure	8	37	61	2
Bickuribox	android	4	41	61	4
Bickuribox	joey-pegasus	1	42	61	5
Bickuribox	fiber	2	44	61	6
Bickuribox	yata	6	50	61	7
Bickuribox	chaos	1	51	61	10
Bickuribox	goat	2	53	61	12
Bickuribox	reaper	3	56	61	14
Bickuribox	chaos return	4	60	61	15
Bickuribox	stein	1	61	61	16
Mirror Force	critter	29	29	1406	1
Mirror Force	treasure	14	43	1406	2
Mirror Force	imperial	18	61	1406	3
Mirror Force	android	28	89	1406	4
Mirror Force	joey-pegasus	7	96	1406	5
Mirror Force	fiber	18	114	1406	6
Mirror Force	yata	23	137	1406	7
Mirror Force	scientist	4	141	1406	8
Mirror Force	vampire	14	155	1406	9
Mirror Force	chaos	35	190	1406	10
Mirror Force	goat	37	227	1406	12
Mirror Force	cyber	24	251	1406	13
Mirror Force	chaos return	49	300	1406	15
Mirror Force	stein	44	344	1406	16
Mirror Force	chimeratech	18	362	1406	17
Mirror Force	airblade	6	368	1406	18
Mirror Force	trooper	30	398	1406	20
Mirror Force	zombie	48	446	1406	21
Mirror Force	perfect circle	42	488	1406	22
Mirror Force	phantom	13	501	1406	23
Mirror Force	dad return	47	548	1406	24
Mirror Force	gladiator	66	614	1406	25
Mirror Force	teledad	32	646	1406	26
Mirror Force	cat	37	683	1406	27
Mirror Force	lightsworn	52	735	1406	28
Mirror Force	edison	52	787	1406	29
Mirror Force	frog	47	834	1406	30
Mirror Force	x-saber	90	924	1406	31
Mirror Force	starstrike	37	961	1406	32
Mirror Force	six samurai	26	987	1406	33
Mirror Force	trishula	62	1049	1406	34
Mirror Force	librarian	28	1077	1406	35
Mirror Force	tengu plant	17	1094	1406	36
Mirror Force	underworld	7	1101	1406	37
Mirror Force	shockwave	59	1160	1406	38
Mirror Force	long beach	41	1201	1406	39
Mirror Force	dino rabbit	9	1210	1406	40
Mirror Force	wind-up	25	1235	1406	41
Mirror Force	miami	26	1261	1406	42
Mirror Force	meadowlands	8	1269	1406	43
Mirror Force	baby ruler	7	1276	1406	44
Mirror Force	ravine ruler	44	1320	1406	45
Mirror Force	fire-water	12	1332	1406	46
Mirror Force	vegas	23	1355	1406	47
Mirror Force	hat	5	1360	1406	48
Mirror Force	shaddoll	1	1361	1406	49
Mirror Force	burning abyss	9	1370	1406	50
Mirror Force	charleston	3	1373	1406	51
Mirror Force	nekroz	22	1395	1406	52
Mirror Force	clown	2	1397	1406	53
Mirror Force	monarch	2	1399	1406	56
Mirror Force	grass zoo	3	1402	1406	58
Mirror Force	draco zoo	2	1404	1406	59
Mirror Force	current	2	1406	1406	84
Jirai Gumo	critter	25	25	44	1
Jirai Gumo	treasure	15	40	44	2
Jirai Gumo	android	4	44	44	4
7 Colored Fish	critter	23	23	24	1
7 Colored Fish	dad return	1	24	24	24
Thousand Dragon	critter	20	20	64	1
Thousand Dragon	treasure	7	27	64	2
Thousand Dragon	imperial	8	35	64	3
Thousand Dragon	android	4	39	64	4
Thousand Dragon	fiber	4	43	64	6
Thousand Dragon	yata	9	52	64	7
Thousand Dragon	goat	2	54	64	12
Thousand Dragon	chaos return	1	55	64	15
Thousand Dragon	stein	3	58	64	16
Thousand Dragon	zombie	3	61	64	21
Thousand Dragon	gladiator	2	63	64	25
Thousand Dragon	baby ruler	1	64	64	44
White Magical Hat	critter	20	20	29	1
White Magical Hat	treasure	1	21	29	2
White Magical Hat	imperial	1	22	29	3
White Magical Hat	android	2	24	29	4
White Magical Hat	joey-pegasus	1	25	29	5
White Magical Hat	yata	1	26	29	7
White Magical Hat	vampire	1	27	29	9
White Magical Hat	chaos	2	29	29	10
Fake Trap	critter	15	15	20	1
Fake Trap	android	1	16	20	4
Fake Trap	zombie	3	19	20	21
Fake Trap	dino rabbit	1	20	20	40
Cyber Saurus	critter	14	14	36	1
Cyber Saurus	treasure	1	15	36	2
Cyber Saurus	imperial	3	18	36	3
Cyber Saurus	android	3	21	36	4
Cyber Saurus	fiber	1	22	36	6
Cyber Saurus	yata	3	25	36	7
Cyber Saurus	goat	1	26	36	12
Cyber Saurus	tengu plant	3	29	36	36
Cyber Saurus	long beach	1	30	36	39
Cyber Saurus	miami	2	32	36	42
Cyber Saurus	baby ruler	3	35	36	44
Cyber Saurus	rescue-ace	1	36	36	81
Dark Elf	critter	12	12	15	1
Dark Elf	android	3	15	15	4
Musician King	critter	12	12	48	1
Musician King	treasure	5	17	48	2
Musician King	imperial	8	25	48	3
Musician King	android	3	28	48	4
Musician King	fiber	5	33	48	6
Musician King	yata	4	37	48	7
Musician King	chaos	4	41	48	10
Musician King	warrior	2	43	48	11
Musician King	trooper	3	46	48	20
Musician King	edison	1	47	48	29
Musician King	trishula	1	48	48	34
Mask of Darkness	critter	10	10	41	1
Mask of Darkness	android	4	14	41	4
Mask of Darkness	yata	1	15	41	7
Mask of Darkness	warrior	1	16	41	11
Mask of Darkness	goat	1	17	41	12
Mask of Darkness	stein	2	19	41	16
Mask of Darkness	perfect circle	4	23	41	22
Mask of Darkness	gladiator	16	39	41	25
Mask of Darkness	teledad	2	41	41	26
Kuriboh	critter	8	8	105	1
Kuriboh	treasure	2	10	105	2
Kuriboh	android	3	13	105	4
Kuriboh	joey-pegasus	1	14	105	5
Kuriboh	yata	4	18	105	7
Kuriboh	warrior	4	22	105	11
Kuriboh	cyber	13	35	105	13
Kuriboh	reaper	1	36	105	14
Kuriboh	chaos return	43	79	105	15
Kuriboh	stein	20	99	105	16
Kuriboh	chimeratech	4	103	105	17
Kuriboh	zombie	2	105	105	21
Deepsea Shark	critter	7	7	17	1
Deepsea Shark	treasure	1	8	17	2
Deepsea Shark	imperial	8	16	17	3
Deepsea Shark	chaos	1	17	17	10
Empress Judge	critter	7	7	32	1
Empress Judge	treasure	1	8	32	2
Empress Judge	yata	5	13	32	7
Empress Judge	scientist	3	16	32	8
Empress Judge	vampire	3	19	32	9
Empress Judge	chaos	7	26	32	10
Empress Judge	warrior	2	28	32	11
Empress Judge	reaper	1	29	32	14
Empress Judge	airblade	3	32	32	18
Punished Eagle	critter	7	7	34	1
Punished Eagle	imperial	8	15	34	3
Punished Eagle	android	3	18	34	4
Punished Eagle	fiber	1	19	34	6
Punished Eagle	yata	1	20	34	7
Punished Eagle	scientist	5	25	34	8
Punished Eagle	vampire	3	28	34	9
Punished Eagle	chaos	5	33	34	10
Punished Eagle	warrior	1	34	34	11
Magic Jammer	critter	6	6	19	1
Magic Jammer	treasure	8	14	19	2
Magic Jammer	chaos	1	15	19	10
Magic Jammer	warrior	3	18	19	11
Magic Jammer	cat	1	19	19	27
Princess of Tsurugi	critter	6	6	14	1
Princess of Tsurugi	treasure	6	12	14	2
Princess of Tsurugi	yata	2	14	14	7
Exodia the Forbidden One	critter	5	5	5	1
Giga-Tech Wolf	critter	5	5	5	1
Giltia the D. Knight	critter	5	5	47	1
Giltia the D. Knight	android	1	6	47	4
Giltia the D. Knight	joey-pegasus	3	9	47	5
Giltia the D. Knight	fiber	1	10	47	6
Giltia the D. Knight	yata	4	14	47	7
Giltia the D. Knight	vampire	3	17	47	9
Giltia the D. Knight	chaos	20	37	47	10
Giltia the D. Knight	warrior	6	43	47	11
Giltia the D. Knight	goat	3	46	47	12
Giltia the D. Knight	cyber	1	47	47	13
Jinzo #7	critter	5	5	5	1
Left Arm of the Forbidden One	critter	5	5	5	1
Left Leg of the Forbidden One	critter	5	5	6	1
Left Leg of the Forbidden One	baby ruler	1	6	6	44
Polymerization	critter	5	5	23	1
Polymerization	shaddoll	2	7	23	49
Polymerization	tri zoo	8	15	23	74
Polymerization	rescue-ace	3	18	23	81
Polymerization	snake-eye	4	22	23	82
Polymerization	current	1	23	23	84
Right Arm of the Forbidden One	critter	5	5	5	1
Right Leg of the Forbidden One	critter	5	5	5	1
Tribute to the Doomed	critter	5	5	20	1
Tribute to the Doomed	treasure	12	17	20	2
Tribute to the Doomed	imperial	3	20	20	3
Roaring Ocean Snake	critter	4	4	82	1
Roaring Ocean Snake	imperial	8	12	82	3
Roaring Ocean Snake	fiber	5	17	82	6
Roaring Ocean Snake	yata	4	21	82	7
Roaring Ocean Snake	scientist	5	26	82	8
Roaring Ocean Snake	vampire	7	33	82	9
Roaring Ocean Snake	chaos	33	66	82	10
Roaring Ocean Snake	warrior	8	74	82	11
Roaring Ocean Snake	goat	4	78	82	12
Roaring Ocean Snake	cyber	1	79	82	13
Roaring Ocean Snake	trooper	3	82	82	20
Tremendous Fire	critter	4	4	18	1
Tremendous Fire	stein	12	16	18	16
Tremendous Fire	zombie	2	18	18	21
Crass Clown	critter	3	3	4	1
Crass Clown	treasure	1	4	4	2
Skull Knight	critter	2	2	12	1
Skull Knight	treasure	3	5	12	2
Skull Knight	android	4	9	12	4
Skull Knight	fiber	1	10	12	6
Skull Knight	chaos return	2	12	12	15
Dream Clown	critter	1	1	4	1
Dream Clown	goat	3	4	4	12
Horn of Heaven	critter	1	1	11	1
Horn of Heaven	treasure	1	2	11	2
Horn of Heaven	baby ruler	2	4	11	44
Horn of Heaven	clown	5	9	11	53
Horn of Heaven	pepe	2	11	11	54
Stim-Pack	critter	1	1	1	1
Mystic Tomato	treasure	42	42	671	2
Mystic Tomato	imperial	54	96	671	3
Mystic Tomato	android	78	174	671	4
Mystic Tomato	joey-pegasus	21	195	671	5
Mystic Tomato	fiber	46	241	671	6
Mystic Tomato	yata	45	286	671	7
Mystic Tomato	scientist	9	295	671	8
Mystic Tomato	vampire	10	305	671	9
Mystic Tomato	chaos	8	313	671	10
Mystic Tomato	goat	1	314	671	12
Mystic Tomato	cyber	13	327	671	13
Mystic Tomato	reaper	41	368	671	14
Mystic Tomato	chaos return	69	437	671	15
Mystic Tomato	stein	57	494	671	16
Mystic Tomato	chimeratech	6	500	671	17
Mystic Tomato	airblade	2	502	671	18
Mystic Tomato	trooper	18	520	671	20
Mystic Tomato	zombie	41	561	671	21
Mystic Tomato	perfect circle	4	565	671	22
Mystic Tomato	phantom	10	575	671	23
Mystic Tomato	dad return	13	588	671	24
Mystic Tomato	gladiator	2	590	671	25
Mystic Tomato	teledad	13	603	671	26
Mystic Tomato	cat	20	623	671	27
Mystic Tomato	lightsworn	31	654	671	28
Mystic Tomato	edison	1	655	671	29
Mystic Tomato	x-saber	2	657	671	31
Mystic Tomato	six samurai	1	658	671	33
Mystic Tomato	trishula	3	661	671	34
Mystic Tomato	shockwave	6	667	671	38
Mystic Tomato	long beach	2	669	671	39
Mystic Tomato	wind-up	2	671	671	41
Mystical Space Typhoon	treasure	36	36	4171	2
Mystical Space Typhoon	imperial	54	90	4171	3
Mystical Space Typhoon	android	83	173	4171	4
Mystical Space Typhoon	joey-pegasus	18	191	4171	5
Mystical Space Typhoon	fiber	54	245	4171	6
Mystical Space Typhoon	yata	69	314	4171	7
Mystical Space Typhoon	scientist	12	326	4171	8
Mystical Space Typhoon	vampire	39	365	4171	9
Mystical Space Typhoon	chaos	114	479	4171	10
Mystical Space Typhoon	warrior	29	508	4171	11
Mystical Space Typhoon	goat	36	544	4171	12
Mystical Space Typhoon	cyber	24	568	4171	13
Mystical Space Typhoon	reaper	35	603	4171	14
Mystical Space Typhoon	chaos return	49	652	4171	15
Mystical Space Typhoon	stein	40	692	4171	16
Mystical Space Typhoon	chimeratech	13	705	4171	17
Mystical Space Typhoon	airblade	5	710	4171	18
Mystical Space Typhoon	trooper	30	740	4171	20
Mystical Space Typhoon	zombie	47	787	4171	21
Mystical Space Typhoon	perfect circle	43	830	4171	22
Mystical Space Typhoon	phantom	16	846	4171	23
Mystical Space Typhoon	dad return	51	897	4171	24
Mystical Space Typhoon	gladiator	70	967	4171	25
Mystical Space Typhoon	teledad	40	1007	4171	26
Mystical Space Typhoon	cat	45	1052	4171	27
Mystical Space Typhoon	lightsworn	69	1121	4171	28
Mystical Space Typhoon	edison	56	1177	4171	29
Mystical Space Typhoon	frog	87	1264	4171	30
Mystical Space Typhoon	x-saber	164	1428	4171	31
Mystical Space Typhoon	starstrike	81	1509	4171	32
Mystical Space Typhoon	six samurai	61	1570	4171	33
Mystical Space Typhoon	trishula	150	1720	4171	34
Mystical Space Typhoon	librarian	77	1797	4171	35
Mystical Space Typhoon	tengu plant	75	1872	4171	36
Mystical Space Typhoon	underworld	48	1920	4171	37
Mystical Space Typhoon	shockwave	280	2200	4171	38
Mystical Space Typhoon	long beach	224	2424	4171	39
Mystical Space Typhoon	dino rabbit	89	2513	4171	40
Mystical Space Typhoon	wind-up	144	2657	4171	41
Mystical Space Typhoon	miami	105	2762	4171	42
Mystical Space Typhoon	meadowlands	66	2828	4171	43
Mystical Space Typhoon	baby ruler	91	2919	4171	44
Mystical Space Typhoon	ravine ruler	206	3125	4171	45
Mystical Space Typhoon	fire-water	65	3190	4171	46
Mystical Space Typhoon	vegas	72	3262	4171	47
Mystical Space Typhoon	hat	99	3361	4171	48
Mystical Space Typhoon	shaddoll	117	3478	4171	49
Mystical Space Typhoon	burning abyss	170	3648	4171	50
Mystical Space Typhoon	charleston	74	3722	4171	51
Mystical Space Typhoon	nekroz	216	3938	4171	52
Mystical Space Typhoon	clown	98	4036	4171	53
Mystical Space Typhoon	pepe	52	4088	4171	54
Mystical Space Typhoon	monarch	32	4120	4171	56
Mystical Space Typhoon	abc	20	4140	4171	57
Mystical Space Typhoon	grass zoo	10	4150	4171	58
Mystical Space Typhoon	draco zoo	2	4152	4171	59
Mystical Space Typhoon	secaucus	4	4156	4171	63
Mystical Space Typhoon	toss	5	4161	4171	68
Mystical Space Typhoon	tri zoo	4	4165	4171	74
Mystical Space Typhoon	snake-eye	3	4168	4171	82
Mystical Space Typhoon	current	3	4171	4171	84
Mechanicalchaser	treasure	34	34	90	2
Mechanicalchaser	imperial	54	88	90	3
Mechanicalchaser	wind-up	2	90	90	41
Banisher of the Light	treasure	19	19	47	2
Banisher of the Light	imperial	18	37	47	3
Banisher of the Light	android	4	41	47	4
Banisher of the Light	goat	6	47	47	12
Giant Trunade	treasure	18	18	489	2
Giant Trunade	imperial	12	30	489	3
Giant Trunade	android	2	32	489	4
Giant Trunade	joey-pegasus	1	33	489	5
Giant Trunade	scientist	1	34	489	8
Giant Trunade	vampire	2	36	489	9
Giant Trunade	warrior	7	43	489	11
Giant Trunade	goat	6	49	489	12
Giant Trunade	cyber	13	62	489	13
Giant Trunade	reaper	28	90	489	14
Giant Trunade	chaos return	12	102	489	15
Giant Trunade	stein	32	134	489	16
Giant Trunade	chimeratech	14	148	489	17
Giant Trunade	airblade	3	151	489	18
Giant Trunade	trooper	7	158	489	20
Giant Trunade	zombie	5	163	489	21
Giant Trunade	perfect circle	3	166	489	22
Giant Trunade	phantom	5	171	489	23
Giant Trunade	dad return	14	185	489	24
Giant Trunade	gladiator	1	186	489	25
Giant Trunade	teledad	24	210	489	26
Giant Trunade	cat	31	241	489	27
Giant Trunade	lightsworn	20	261	489	28
Giant Trunade	edison	2	263	489	29
Giant Trunade	frog	57	320	489	30
Giant Trunade	x-saber	57	377	489	31
Giant Trunade	starstrike	14	391	489	32
Giant Trunade	six samurai	23	414	489	33
Giant Trunade	trishula	53	467	489	34
Giant Trunade	librarian	22	489	489	35
Nimble Momonga	treasure	18	18	108	2
Nimble Momonga	imperial	3	21	108	3
Nimble Momonga	android	9	30	108	4
Nimble Momonga	joey-pegasus	3	33	108	5
Nimble Momonga	cyber	6	39	108	13
Nimble Momonga	chaos return	15	54	108	15
Nimble Momonga	stein	45	99	108	16
Nimble Momonga	trooper	6	105	108	20
Nimble Momonga	perfect circle	3	108	108	22
Confiscation	treasure	14	14	341	2
Confiscation	imperial	18	32	341	3
Confiscation	android	28	60	341	4
Confiscation	joey-pegasus	7	67	341	5
Confiscation	fiber	18	85	341	6
Confiscation	yata	23	108	341	7
Confiscation	scientist	3	111	341	8
Confiscation	vampire	13	124	341	9
Confiscation	chaos	32	156	341	10
Confiscation	warrior	25	181	341	11
Confiscation	reaper	34	215	341	14
Confiscation	chaos return	49	264	341	15
Confiscation	stein	32	296	341	16
Confiscation	chimeratech	13	309	341	17
Confiscation	airblade	4	313	341	18
Confiscation	trooper	28	341	341	20
Delinquent Duo	treasure	14	14	218	2
Delinquent Duo	imperial	18	32	218	3
Delinquent Duo	android	28	60	218	4
Delinquent Duo	joey-pegasus	7	67	218	5
Delinquent Duo	fiber	18	85	218	6
Delinquent Duo	yata	23	108	218	7
Delinquent Duo	scientist	3	111	218	8
Delinquent Duo	vampire	11	122	218	9
Delinquent Duo	chaos	37	159	218	10
Delinquent Duo	goat	36	195	218	12
Delinquent Duo	cyber	23	218	218	13
The Forceful Sentry	treasure	14	14	185	2
The Forceful Sentry	imperial	18	32	185	3
The Forceful Sentry	android	28	60	185	4
